ÀÏ½Ã,Æò±Õ±â¿Â,°­¼ö·®,Æò±Õ½Àµµ,Æò±ÕÇ³¼Ó
2014-11-17,6.2,1.5,75.5,2.3
2014-11-18,5,,53.4,2.2
2014-11-19,5.6,,55.4,1.6
2014-11-20,7.9,,61.9,1.8
2014-11-21,11.3,,62.5,2.8
2014-11-22,11,4,90.9,1.9
2014-11-23,9,,80,2
2014-11-24,9.8,,59.8,1.3
2014-11-25,10.2,,56,4.2
2014-11-26,11,,58.8,2.8
2014-11-27,10.4,,69.9,1.9
2014-11-28,8.8,18,88,3.7
2014-11-29,8.3,,83.9,2.1
2014-11-30,9.1,7,88.1,3.2
2014-12-01,-1.1,0.5,58.8,6.1
2014-12-02,-5.4,0,42.3,4.6
2014-12-03,-3.3,0.9,70.6,1.9
2014-12-04,-4.6,0,43,2.7
2014-12-05,-6.6,,45.5,3.6
2014-12-06,-5.6,,47.5,2.8
2014-12-07,-3.4,,43.9,1.6
2014-12-08,-1.6,,48.4,2.6
2014-12-09,-2.4,,44.1,1.5
2014-12-10,1.6,2,58.8,1.9
2014-12-11,-1.5,0.5,64.8,3.4
2014-12-12,-3.8,0.1,70.4,2
2014-12-13,-5.2,,45.8,3.2
2014-12-14,-3.6,0,60.5,1.5
2014-12-15,-0.1,10.5,90.6,2.8
2014-12-16,-4.9,0,58.9,4.9
2014-12-17,-9,,41,4.9
2014-12-18,-8.3,,39.9,2.3
2014-12-19,-3.8,0.9,54.5,3.4
2014-12-20,-1.7,2,66,3.8
2014-12-21,-6.4,0,58.5,2.2
2014-12-22,-4.7,0.3,64.6,2.2
2014-12-23,-1.3,,67.1,2.6
2014-12-24,1.7,0.2,66.8,2.8
2014-12-25,-2.6,,52,2.5
2014-12-26,-3.2,,45.6,1.9
2014-12-27,-1.8,,46.8,1.7
2014-12-28,-0.8,,64.1,2.2
2014-12-29,2.9,,73.1,2.3
2014-12-30,1.9,,62.8,2.6
2014-12-31,-1.9,0,47.4,3.8
2015-01-01,-7.7,,41.4,4.6
2015-01-02,-6,,45.9,3.2
2015-01-03,-2.7,,56.1,1.9
2015-01-04,2.5,0,70.1,2
2015-01-05,3.7,0.4,73.1,2.4
2015-01-06,-3.2,3,52.4,4.3
2015-01-07,-5.5,,33.1,2.5
2015-01-08,-5.1,,45.8,2.2
2015-01-09,-2.1,,58.3,2
2015-01-10,-0.3,,56.5,2.3
2015-01-11,-0.4,,57.8,3.6
2015-01-12,-2.7,,37.8,1.8
2015-01-13,0.2,,39.6,1.8
2015-01-14,2.5,,41.1,1.5
2015-01-15,2.8,,53.6,2.1
2015-01-16,0.8,0.3,73,4
2015-01-17,-4.1,,46,3.8
2015-01-18,-1.3,4,68.4,2.3
2015-01-19,-0.1,0.1,68.1,3.2
2015-01-20,-0.9,,55.8,1.9
2015-01-21,2.6,,58.3,2
2015-01-22,3.1,,60.6,1.5
2015-01-23,1.2,,66.4,2.6
2015-01-24,3.7,,62.9,1.8
2015-01-25,3,3,78.4,3.5
2015-01-26,3.6,0.5,87.5,2.6
2015-01-27,-3.6,,55.4,3.7
2015-01-28,-4.1,,49.3,2.3
2015-01-29,-1.1,,56.4,2.3
2015-01-30,-3.3,,51.8,3.8
2015-01-31,-4.5,,46.4,2.6
2015-02-01,-3,,44.9,1.9
2015-02-02,-0.6,,47.3,1.5
2015-02-03,0.6,,54.5,2.1
2015-02-04,0.4,,64.5,2
2015-02-05,-0.1,,57.1,3
2015-02-06,0.4,,57.3,2.2
2015-02-07,1.2,,65.3,2.6
2015-02-08,-9.8,,34.1,5.3
2015-02-09,-5.7,0.2,54.6,3.1
2015-02-10,1.7,,69,2.8
2015-02-11,2.7,,60.3,2.5
2015-02-12,-2.2,,36.8,4.2
2015-02-13,-1.6,,46.4,3.1
2015-02-14,2,,72.9,2.2
2015-02-15,7.9,,61.6,2.9
2015-02-16,5,10.5,91.9,3.5
2015-02-17,1.9,0.5,78.5,3.5
2015-02-18,0.8,0,72,2.5
2015-02-19,2.2,,67.1,1.6
2015-02-20,5.2,,55.3,2
2015-02-21,5.7,8,79,3.4
2015-02-22,3.5,2.5,78,4.1
2015-02-23,0.9,,60.4,3
2015-02-24,2.1,,60,2.3
2015-02-25,5.4,0.5,48.6,2.9
2015-02-26,1.2,0.5,56.9,4.9
2015-02-27,-1.3,,35.6,3.2
2015-02-28,2.7,,40.5,2
2015-03-01,2.4,0,56.8,3.7
2015-03-02,3.9,,43.5,2.8
2015-03-03,2.8,5.5,69.5,3.4
2015-03-04,-2.1,,43.4,5.3
2015-03-05,-0.3,,41.1,1.9
2015-03-06,2.9,,37.8,2.3
2015-03-07,4.2,,45.5,2.3
2015-03-08,7.7,,42.5,1.8
2015-03-09,2.2,,43.4,5.4
2015-03-10,-3.4,,30.6,5.9
2015-03-11,0.4,,45.1,4.5
2015-03-12,2.1,,41,4
2015-03-13,5.6,0.1,45.4,3
2015-03-14,4.3,,31.4,2.3
2015-03-15,5.5,,42,2.2
2015-03-16,9.8,,44.4,2
2015-03-17,10.7,0,51.9,1.8
2015-03-18,10.7,1.5,61.5,4
2015-03-19,12.4,,50.9,2.5
2015-03-20,13.4,,32.5,2.5
2015-03-21,11.7,,31,2.7
2015-03-22,8.3,,33.3,4.2
2015-03-23,4.6,,24.3,4.2
2015-03-24,5.4,,32.8,2.6
2015-03-25,6.5,,45.9,2.5
2015-03-26,7.9,,47.5,3.1
2015-03-27,9.1,,50.5,2.6
2015-03-28,9.7,,35,2.8
2015-03-29,10.5,,61.9,2.5
2015-03-30,13.2,,57.4,2.6
2015-03-31,12.9,2.5,80.6,2.2
2015-04-01,12.9,2.5,67.9,4.1
2015-04-02,14.8,28,70.5,5
2015-04-03,10.6,3.5,83.4,2.8
2015-04-04,13.5,0,48,4.3
2015-04-05,10.5,0.5,75.1,2.5
2015-04-06,10.3,,55.8,2.7
2015-04-07,8.4,0,59.5,2.6
2015-04-08,8.3,,52.5,2.9
2015-04-09,9.6,,43,2.3
2015-04-10,11.6,,40.5,2.8
2015-04-11,13.5,,39.3,2.5
2015-04-12,14.9,,30.6,2.9
2015-04-13,12,6.5,53.9,5.9
2015-04-14,6.9,10.5,89.9,2.7
2015-04-15,11.1,1,72,2.9
2015-04-16,9.9,7,69.5,3.6
2015-04-17,10.5,,45.4,3.7
2015-04-18,15.2,0,31.9,1.9
2015-04-19,14.5,12,74.8,3.7
2015-04-20,12.2,5.5,75.3,3.2
2015-04-21,14,,46,2.9
2015-04-22,14.2,0,47,3
2015-04-23,14.5,,41.1,3.5
2015-04-24,15.7,,38.3,3.2
2015-04-25,15.9,,31.3,2.7
2015-04-26,17.3,,37.6,3.3
2015-04-27,18.5,,39.3,2.8
2015-04-28,20.3,0,38.6,2.1
2015-04-29,17,3.5,77,2.9
2015-04-30,21.2,,56.6,2.2
2015-05-01,21,,58.8,2.5
2015-05-02,20.7,0.5,64.4,2.1
2015-05-03,18.3,3.5,90.4,2.1
2015-05-04,16.1,,45.9,4.2
2015-05-05,14.2,,37.9,3.4
2015-05-06,15.4,,36.3,2.4
2015-05-07,16.5,,35.6,2.6
2015-05-08,16.7,,64.3,2.5
2015-05-09,17.6,,55,3
2015-05-10,19.1,,39.6,2.3
2015-05-11,18.4,14,62.1,3
2015-05-12,13.3,9.5,75.9,6.4
2015-05-13,17.4,0,56.9,5.3
2015-05-14,20.4,,63.8,3.3
2015-05-15,19.1,,71,2.7
2015-05-16,18,,41.3,3
2015-05-17,18.6,,40.4,2.2
2015-05-18,17.7,,53.9,3.2
2015-05-19,14.8,1,88.9,3.6
2015-05-20,16.3,,60,3.1
2015-05-21,18.7,,50.1,3.7
2015-05-22,20,,45.3,2.9
2015-05-23,20.6,,38.5,2.5
2015-05-24,21,,37.3,2.4
2015-05-25,20.8,,53.1,2.7
2015-05-26,21.5,,48.9,2.7
2015-05-27,23.2,,32.9,2
2015-05-28,24.3,,27.1,2.2
2015-05-29,23.8,,36.8,2.5
2015-05-30,19.8,0.4,71,2.9
2015-05-31,22.1,,52.8,2.2
2015-06-01,21.7,,44.6,2.6
2015-06-02,23.1,,46.9,2.7
2015-06-03,23.3,,33.3,3.8
2015-06-04,24.2,,28.9,2.6
2015-06-05,19.1,1,58.8,1.7
2015-06-06,22.4,,50.4,2.3
2015-06-07,23.4,,46.8,2.3
2015-06-08,22.4,,54.9,2.3
2015-06-09,22.2,,66.3,2.9
2015-06-10,25.3,,54.3,2.2
2015-06-11,24.6,7.5,59.6,2.8
2015-06-12,23.6,0.5,63.1,3.8
2015-06-13,24.7,0.5,61.9,3.2
2015-06-14,22.8,15.5,70.3,2.7
2015-06-15,24.2,,65.6,2.2
2015-06-16,25,,65.9,2.4
2015-06-17,23.4,9.5,72.8,2.6
2015-06-18,24.8,3,59.4,2.7
2015-06-19,24.5,,57.8,2.9
2015-06-20,19.6,44.5,91,1.8
2015-06-21,22.4,,69.1,2
2015-06-22,24,,60.4,2.4
2015-06-23,24.7,,64.1,2.3
2015-06-24,25.7,,58.3,2.5
2015-06-25,24.8,2,65.1,2.1
2015-06-26,21,12.5,75.8,3.3
2015-06-27,25.2,,55.3,2.2
2015-06-28,25.4,,61.8,2.6
2015-06-29,25.7,0,61.8,2.8
2015-06-30,24.4,2.5,70,1.7
2015-07-01,23.7,0.5,66.3,3.8
2015-07-02,23.7,,64.5,4
2015-07-03,23.3,,62.6,3
2015-07-04,24.1,,55.8,2.2
2015-07-05,24.2,,57.4,2.3
2015-07-06,25.3,,54.3,2.2
2015-07-07,25.6,,52.1,2
2015-07-08,23.4,0.5,69.8,4
2015-07-09,26.5,,61.3,2.9
2015-07-10,29.2,,60.9,1.9
2015-07-11,30.4,0,60.3,2.1
2015-07-12,24.8,29,94.1,4
2015-07-13,23.1,10,90.8,5.2
2015-07-14,26.1,,72.4,3.5
2015-07-15,27.9,,58.8,2.9
2015-07-16,24.7,,51.3,5
2015-07-17,23.6,,49.8,3.6
2015-07-18,24.3,0.5,63.5,2.2
2015-07-19,25.1,5,77.4,1.8
2015-07-20,27.5,,71.4,2.4
2015-07-21,27,11,81.6,1.6
2015-07-22,27.7,1,76.9,1.8
2015-07-23,26.9,16,81,2.1
2015-07-24,24.7,26.5,96.9,2
2015-07-25,25,80,95.1,3.2
2015-07-26,26,40.5,85.5,2.6
2015-07-27,26.2,1.5,86,2.3
2015-07-28,27.7,0,74.4,2.7
2015-07-29,26.7,4,82.9,2.6
2015-07-30,28.6,,76.4,3.5
2015-07-31,27.9,,74.3,2.7
2015-08-01,28.2,,72.8,3.1
2015-08-02,26.5,16.5,84.3,2.7
2015-08-03,27.9,0,71.5,3.8
2015-08-04,27.5,,73.3,4.5
2015-08-05,28.6,0.1,67,3.7
2015-08-06,29.3,,64.5,2
2015-08-07,28.9,11,71.3,1.4
2015-08-08,26.6,7.5,79.1,2.1
2015-08-09,26.7,,74.4,2.1
2015-08-10,27,,72.1,2.3
2015-08-11,26.8,,73.6,2.1
2015-08-12,27.3,,67.5,2
2015-08-13,26.5,0,68.6,1.9
2015-08-14,26.9,,66.4,2.4
2015-08-15,27.1,0.1,70.4,1.9
2015-08-16,25.8,29,74.9,2
2015-08-17,26.6,,61.5,2.2
2015-08-18,27.9,,59.9,2.5
2015-08-19,26.8,0,70.3,1.8
2015-08-20,25.4,0.4,75.5,1.7
2015-08-21,25.2,2.5,78.3,2
2015-08-22,25.5,0,69.8,2.5
2015-08-23,26.3,,65.5,1.7
2015-08-24,26.3,,60.6,3.8
2015-08-25,21.7,5.5,76.4,3.2
2015-08-26,21.9,0,68.4,2.9
2015-08-27,24.7,0,61.1,3.1
2015-08-28,23.2,0.3,69.4,1.7
2015-08-29,24.4,,65.8,1.7
2015-08-30,24.9,0,65.9,1.6
2015-08-31,25.9,,62.9,1.9
2015-09-01,25.9,,59.4,3.4
2015-09-02,23.9,0.5,72.8,2.1
2015-09-03,23.9,18,75.1,2.3
2015-09-04,24.8,,68.5,2.2
2015-09-05,21.9,5,79.8,2.1
2015-09-06,22.2,,60.4,3.7
2015-09-07,22.6,,52.9,2.4
2015-09-08,22.7,,43.6,3.2
2015-09-09,22.4,,42.9,2.9
2015-09-10,22.4,,62.3,2.4
2015-09-11,21,2.5,76.4,2.1
2015-09-12,19.2,,60.4,1.9
2015-09-13,20.2,,54.1,2.6
2015-09-14,22.1,,61.1,1.6
2015-09-15,22.8,,48.5,2.2
2015-09-16,21.6,,45.5,2.5
2015-09-17,21.4,,46.4,3.1
2015-09-18,21.9,,52.1,2.4
2015-09-19,22.3,,58.3,2.4
2015-09-20,22.1,,69,2
2015-09-21,22.6,,62.1,1.5
2015-09-22,23.9,,48.4,1.8
2015-09-23,22,,57.9,1.7
2015-09-24,23.4,,56.4,1.9
2015-09-25,23.4,,56.5,2.5
2015-09-26,22.4,,54.5,1.8
2015-09-27,21.9,,39.4,1.9
2015-09-28,21.4,0,39.6,1.6
2015-09-29,22.1,,36.6,2.3
2015-09-30,21.3,,45.3,2.6
2015-10-01,16.3,35,77.5,3.6
2015-10-02,16.5,,53.5,3.7
2015-10-03,19.2,,49.4,3.8
2015-10-04,16.6,,38.9,1.8
2015-10-05,18,,49.4,1.9
2015-10-06,18.7,,57.5,1.9
2015-10-07,19.6,,67.5,1.4
2015-10-08,20.1,,61.1,2.3
2015-10-09,16.2,,43.8,3.7
2015-10-10,12.8,3.5,70.9,2.2
2015-10-11,10.8,3.5,72.6,2.4
2015-10-12,12.3,,56.5,2.7
2015-10-13,15,,66.4,2.5
2015-10-14,17.1,,64.6,1.6
2015-10-15,17.9,,62.1,1.8
2015-10-16,17.5,,71,1.8
2015-10-17,18.7,,64.8,1.7
2015-10-18,17.9,,65.1,1.3
2015-10-19,18.1,,67.4,2
2015-10-20,18.8,,69.5,1.6
2015-10-21,17.9,,72.5,1.6
2015-10-22,17.5,,64.8,2.2
2015-10-23,17.5,,69.1,2.4
2015-10-24,16.9,10.5,64.4,2.5
2015-10-25,16.3,,51,2.1
2015-10-26,15,2,66.8,2.4
2015-10-27,12.1,26.5,69.3,3.2
2015-10-28,9.9,,49,2.5
2015-10-29,8.4,0.5,50.4,2.4
2015-10-30,5.4,,41.8,2.6
2015-10-31,5.7,,42.5,2.1
2015-11-01,7,,48.4,1.6
2015-11-02,10.8,,60.5,1.6
2015-11-03,11.8,,67.6,1.4
2015-11-04,12.2,,62,1.6
2015-11-05,13.2,,63.9,1.7
2015-11-06,13.5,4.5,63.9,4.7
2015-11-07,10.5,24.5,91.5,6
2015-11-08,11.1,10.5,90.6,5.2
2015-11-09,10.8,3.5,87.6,2.1
2015-11-10,10,,80,1.8
2015-11-11,11.6,,72.4,1.6
2015-11-12,14.5,,63.5,2.8
2015-11-13,11.5,22.5,83.8,4
2015-11-14,12.8,3.5,97.3,1.4
2015-11-15,13.4,,84.5,1.8
2015-11-16,12.2,5.5,85.1,2.8
2015-11-17,13.9,,69.6,1.8
2015-11-18,10.4,5.5,70.6,5.1
2015-11-19,8.9,,72.8,2.6
2015-11-20,9.8,,72.6,1.5
2015-11-21,9.2,,55.9,1.8
2015-11-22,10.2,3.5,66.5,2.4
2015-11-23,8.5,6.5,80.9,3.3
2015-11-24,5.6,0.5,69.5,3.1
2015-11-25,2.4,11,86.8,2.7
2015-11-26,-2.7,0,63.8,3.7
2015-11-27,-2.8,,59.1,2.6
2015-11-28,0.1,0.1,70.8,2.1
2015-11-29,2.5,3,87.9,3.3
2015-11-30,4.1,,69.1,2
2015-12-01,4,,57.8,1.9
2015-12-02,6,13.5,71.4,3.2
2015-12-03,-0.7,7.1,79.3,4.1
2015-12-04,-0.4,,63.9,2.8
2015-12-05,3.4,,51.4,3.1
2015-12-06,1.3,,46.4,1.2
2015-12-07,1.9,,51.1,1.8
2015-12-08,2.9,,55.9,1.3
2015-12-09,5,,57.4,2.3
2015-12-10,7.8,0.3,74.8,2.3
2015-12-11,6.4,,56.5,3.4
2015-12-12,5.2,,50.1,2.6
2015-12-13,5.2,,50.5,1.4
2015-12-14,5,2.5,75.6,2.2
2015-12-15,4.7,0.1,69.8,2.8
2015-12-16,-1,,50.9,3.9
2015-12-17,-4.6,,43.4,2.7
2015-12-18,-3.3,0,61.9,2.2
2015-12-19,-0.1,,66.3,1.7
2015-12-20,1.5,,56.9,1.5
2015-12-21,2.2,2,76,2.5
2015-12-22,3.1,,67.9,2.4
2015-12-23,5.9,0.4,59.6,2.1
2015-12-24,1.5,,67.5,2.3
2015-12-25,-0.8,0,46.3,2
2015-12-26,0.9,0.7,73.3,2.4
2015-12-27,-5.7,,39,2.9
2015-12-28,-5.7,,38.4,2.3
2015-12-29,-3.2,,47.6,1.4
2015-12-30,0.3,2.5,67.6,2.5
2015-12-31,0.7,,81.3,1.5
2016-01-01,1.2,,73,1.6
2016-01-02,5.7,,76.9,2
2016-01-03,6.5,,80.6,1.8
2016-01-04,2,,54.4,3.1
2016-01-05,-2.7,,39.4,2.3
2016-01-06,-1.7,,54.3,1.8
2016-01-07,-3.4,,51.8,2.5
2016-01-08,-3.3,,49.8,2
2016-01-09,-2.1,,57.1,2.1
2016-01-10,0.3,,42.3,2.6
2016-01-11,-3.8,,38.3,2.8
2016-01-12,-5.2,,46,2.5
2016-01-13,-4.5,0.4,63,2
2016-01-14,-3.4,0,52.1,1.7
2016-01-15,-0.4,,52.3,1.8
2016-01-16,-0.2,0.1,68,2.9
2016-01-17,1.7,,64,2.4
2016-01-18,-6.3,0.2,59.8,4.8
2016-01-19,-12.8,,45.9,5.4
2016-01-20,-10.5,,43.6,1.8
2016-01-21,-7.1,,44.3,1.8
2016-01-22,-7.6,,40.5,2.6
2016-01-23,-11.5,0,42,4
2016-01-24,-14.4,,48.5,3.2
2016-01-25,-9.4,,47.1,1.9
2016-01-26,-3.3,0.3,64.5,2.3
2016-01-27,-1.1,,56.3,2
2016-01-28,-0.5,,51.5,1.6
2016-01-29,1.9,,43.6,2.3
2016-01-30,0.6,,59.5,2
2016-01-31,-3.9,,34,3.2
2016-02-01,-6,,36,3
2016-02-02,-5.3,,41.8,2.2
2016-02-03,-2.4,,49.6,1.9
2016-02-04,-0.7,,50.1,2.4
2016-02-05,-2.2,,39.4,2.5
2016-02-06,-3.1,,38.6,2.9
2016-02-07,-2.9,,46.5,2
2016-02-08,1.3,,62.1,3.1
2016-02-09,0.3,,52.5,3
2016-02-10,2.7,,38.5,1.6
2016-02-11,8.1,0.1,29.3,3.5
2016-02-12,8.4,18,95.3,3.2
2016-02-13,11,21,95,3.3
2016-02-14,-2.6,2.5,73.1,4.6
2016-02-15,-5.8,0,48.4,4
2016-02-16,-2.7,0.8,65.6,2.7
2016-02-17,0,,53.9,2.3
2016-02-18,3.5,,66.4,3.2
2016-02-19,2.3,,56.4,1.7
2016-02-20,1.3,,37.1,2.9
2016-02-21,-0.6,,36.4,2.9
2016-02-22,1.1,0,36.6,1.9
2016-02-23,0.7,0.9,56,3.2
2016-02-24,-3,,42,2.9
2016-02-25,-0.2,,49.9,2.7
2016-02-26,2.2,0,41.3,2.2
2016-02-27,3.3,0.2,57.6,2
2016-02-28,0.7,4.1,65.5,2.1
2016-02-29,-3.8,0,48.6,4
2016-03-01,-2.7,,47.3,2.5
2016-03-02,3.1,,67.9,2.9
2016-03-03,8.1,,65.1,1.9
2016-03-04,13.2,0.1,55.3,2.7
2016-03-05,11.3,40,91.3,2.6
2016-03-06,7.9,0.2,51,2.8
2016-03-07,8.1,0,36.9,2
2016-03-08,2.7,,40.4,3.1
2016-03-09,0.3,,37.5,3.5
2016-03-10,-1.1,,37.8,3.2
2016-03-11,-0.5,,43.8,2.6
2016-03-12,2,,55.6,2.5
2016-03-13,3.7,0.1,68.1,1.6
2016-03-14,4.7,,57,2.6
2016-03-15,5.2,,43.4,2.2
2016-03-16,7.5,,45.1,2
2016-03-17,9.3,,40.9,1.4
2016-03-18,13.4,,50,2.4
2016-03-19,11.4,,58.3,2.5
2016-03-20,10.6,,54,2.2
2016-03-21,9.9,,54.1,2.2
2016-03-22,8,,58.1,2.5
2016-03-23,8.2,,49.6,2.9
2016-03-24,7.2,,36.5,2.4
2016-03-25,7.1,,43.9,2.2
2016-03-26,6.5,,54.5,2.2
2016-03-27,7.2,,55.6,2.6
